Genotype Germplasm Treatment Compartment Block Plot fASV113 fASV149 fASV249 fASV115 fASV159 fASV122 fASV154 fASV537 fASV97 fASV145 fASV126 fASV476 fASV44 fASV269 fASV216 fASV180 fASV300 fASV215 fASV121 fASV123 fASV280 fASV236 fASV242 fASV339 fASV297 fASV293 fASV95 fASV3 fASV70 fASV60 fASV12 fASV94 fASV316 fASV395 fASV176 fASV186 fASV125 fASV329 fASV11 fASV21 fASV19 fASV455 fASV311 fASV68 fASV34 fASV148 fASV417 fASV499 fASV62 fASV36 fASV588 fASV196 fASV88 fASV197 fASV224 fASV559 fASV273 fASV65 fASV35 fASV228 fASV323 fASV509 fASV508 fASV105 fASV120 fASV128 fASV26 fASV810 fASV510 fASV327 fASV378 fASV112 fASV590 fASV257 fASV255 fASV337 fASV291 fASV84 fASV158 fASV100 fASV99 fASV325 fASV246 fASV310 fASV391 fASV23 fASV163 fASV178 fASV248 fASV464 fASV367 fASV517 fASV374 fASV37 fASV22 fASV57 fASV39 fASV25 fASV49 fASV9 fASV31 fASV78 fASV42 fASV183 fASV422 fASV411 fASV41 fASV331 fASV440 fASV165 fASV187 fASV58 fASV80 fASV271 fASV147 fASV332 fASV160 fASV106 fASV111 fASV140 fASV185 fASV127 fASV91 fASV376 fASV67 fASV222 fASV138 fASV87 fASV24 fASV86 fASV76 fASV119 fASV598 fASV90 fASV166 fASV245 fASV136 fASV13 fASV167 fASV10 fASV77 fASV29 fASV45 fASV436 fASV43 fASV102 fASV66 fASV153 fASV109 fASV162 fASV64 fASV50 fASV239 fASV320 fASV71 fASV130 fASV15 fASV17 fASV85 fASV6 fASV53 fASV81 fASV114 fASV135 fASV124 fASV150 fASV506 fASV108 fASV152 fASV101 fASV20 fASV7 fASV243 fASV8 fASV5 fASV2 fASV1 fASV485 fASV319 fASV371 fASV220 fASV74 fASV375 fASV14 fASV93 fASV400 fASV170 fASV288 fASV258 fASV386 fASV451 fASV569 fASV301 fASV98 fASV191 fASV214 fASV203 fASV175 fASV267 fASV318 fASV270 fASV61 fASV322 fASV40 fASV30 fASV27 fASV103 fASV155 fASV59 fASV16 fASV82 fASV380 fASV104 fASV523 fASV131 fASV32 fASV28 fASV192 fASV268 fASV206 fASV349 fASV359 fASV360 fASV252 fASV33 fASV139 fASV223 fASV189 fASV132 fASV4 fASV47 fASV213 fASV56 fASV194 fASV157 fASV96 fASV202 fASV79 fASV18 fASV83 fASV231 fASV72 fASV55 fASV46 fASV173 fASV69 fASV305 fASV133
D_S55_2 X55 Landrace D Rhizosphere 2 P10 0 4 0 17 3 0 16 0 39 26 0 7 54 13 0 0 0 0 25 0 20 0 13 0 0 0 0 701 0 0 468 0 0 0 7 4 0 0 98 45 48 0 6 0 35 0 0 0 0 36 0 0 39 23 0 0 0 0 161 0 0 0 0 0 0 5 199 0 0 0 0 0 0 0 0 0 6 0 14 15 0 0 0 0 0 284 0 0 0 0 0 0 3 0 775 1206 0 0 0 2098 16 0 18 0 0 0 3 5 0 6 0 35 0 0 0 0 0 315 0 0 0 0 0 2 339 11 28 0 89 0 14 0 0 81 11 0 15 1183 8 369 0 22 0 0 95 0 35 17 0 13 38 254 0 0 30 36 1001 817 0 27346 77 0 41 0 26 0 5 10 0 19 12 1219 6 599 2716 21931 30054 0 4 0 0 0 0 743 42 0 0 0 0 0 0 0 0 17 0 0 0 17 0 4 0 0 0 27 10 128 50 0 8 131 3 0 14 0 0 65 36 14 0 0 0 3 9 24 556 16 0 25 23 2827 142 68 302 21 92 147 13 14 115 16 0 0 83 12 14 45 0 41
D_S55_3 X55 Landrace D Rhizosphere 3 P10 14 0 0 0 0 0 17 0 0 0 36 0 50 0 33 11 0 0 0 0 0 0 0 0 0 0 3 564 0 0 159 0 3 0 0 0 0 0 89 28 20 0 0 0 15 0 0 0 0 4 0 0 0 0 0 0 0 0 29 0 0 0 0 0 0 0 130 0 0 0 0 78 0 0 0 0 2 0 18 15 215 0 0 0 0 28 0 0 0 0 0 0 0 0 0 0 3 0 0 17357 27 0 27 0 0 0 23 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 2 16 3 0 0 61 0 10 0 0 22 6 0 12 474 0 540 0 17 261 0 255 0 18 0 0 67 47 124 0 0 46 7 1151 1422 34 511 177 137 15 0 31 156 0 30 0 8 409 543 0 173 1139 37839 0 0 0 0 0 0 0 194 6 0 3 0 0 0 0 0 0 5 0 0 0 0 0 0 0 35 0 14 3 1201 0 21 68 546 6 0 0 0 13 48 0 0 0 0 0 0 0 17 200 16 0 0 0 3408 42 16 64 3 10 56 12 55 88 9 0 809 294 40 0 28 0 155
D_S56_1 X56 Landrace D Rhizosphere 1 P10 38 0 4 22 11 0 24 0 142 0 30 0 0 15 0 0 16 11 43 103 0 0 14 0 18 11 6 164 0 0 278 0 3 0 6 0 5 0 203 60 64 0 10 225 17 9 0 0 16 235 0 0 298 34 0 2 0 13 426 11 0 0 2 0 0 14 370 0 0 0 0 0 0 18 6 16 0 0 7 14 22 0 8 0 0 1763 0 9 39 0 7 0 4 0 0 0 886 1352 0 117 57 0 35 0 0 0 83 0 0 53 14 0 0 0 0 0 0 0 22 26 0 0 0 0 0 37 20 0 35 0 50 0 0 93 20 6 20 951 27 444 0 24 0 9 25 0 0 6 0 0 17 113 0 0 9 19 974 1276 48 1078 105 0 97 0 0 0 0 59 0 0 26 4735 0 2588 722 3187 50187 0 3 0 16 150 0 1426 185 8 0 0 2 0 0 10 23 53 14 0 0 67 21 0 0 6 0 47 0 45 34 30 0 716 0 0 33 0 24 146 85 23 0 0 5 0 8 13 374 0 6 0 0 1876 163 10 108 0 6 47 11 94 32 92 0 0 0 26 14 30 7 21
D_S56_2 X56 Landrace D Rhizosphere 2 P10 44 60 3 13 12 0 23 0 78 0 20 0 12 0 0 34 8 0 25 43 0 12 0 0 0 4 44 355 36 0 89 0 0 0 7 7 2 0 157 87 103 4 3 0 29 11 0 0 0 37 0 0 328 26 0 8 0 3 158 0 0 5 0 0 136 18 234 0 0 0 4 0 0 27 5 3 3 0 29 50 25 0 0 0 29 651 0 9 9 0 0 0 0 0 115 31 7 0 0 7829 118 14 105 0 8 0 0 7 0 23 0 11642 0 0 10 8 0 8 4 10 0 0 0 5 648 0 19 0 93 15 26 0 0 87 7 0 25 3262 20 428 0 73 0 7 57 0 9 7 0 0 11 87 0 0 51 21 464 1128 0 4310 91 6 23 9 0 18 3 38 0 8 0 655 0 2313 872 12879 17808 2 10 5 15 0 0 580 44 4 0 3 0 0 10 0 12 37 9 11 23 9 0 12 7 7 13 52 27 2396 59 68 37 666 11 0 29 0 19 131 0 21 0 0 9 0 0 32 480 0 19 0 0 1420 94 42 194 35 29 69 21 100 136 45 0 0 448 27 9 18 0 147
D_S56_3 X56 Landrace D Rhizosphere 3 P10 3 0 0 12 0 0 21 0 0 0 41 0 51 0 0 4 0 3 7 0 0 0 3 0 3 0 0 1338 0 0 173 0 0 0 0 0 3 0 41 18 31 0 0 8 0 0 2 0 0 11 0 0 27 0 0 0 0 0 49 0 0 0 0 0 0 5 160 0 0 0 0 26 0 0 0 0 0 0 0 23 14 0 0 0 0 49 0 3 4 0 0 0 0 0 0 0 0 5 0 12052 6083 208 5818 0 0 0 0 0 0 0 21 0 0 0 0 0 0 0 4 6 0 0 0 3 39 0 0 0 42 40 0 51 0 32 8 8 25 263 0 526 0 22 74 0 88 0 22 0 0 41 38 358 0 0 86 23 2904 4172 219 2894 278 14 26 5 0 22 0 73 0 16 466 821 8 1361 4771 13106 19033 0 0 0 4 0 0 540 19 0 0 0 0 0 3 0 4 25 0 0 0 0 0 3 4 7 0 31 30 1651 0 83 4018 863 0 0 0 0 39 149 13 10 0 8 0 0 0 0 205 0 0 60 0 2555 45 0 56 5 9 32 4 44 599 17 0 20532 863 121 3 11 0 425
D_S57_1 X57 Landrace D Rhizosphere 1 P10 25 0 16 68 2 0 30 0 23 0 0 0 0 0 0 0 0 0 21 34 0 0 3 0 0 0 6 264 0 0 47 0 3 0 8 0 0 0 101 48 52 0 3 9 0 2 0 0 8 58 0 0 56 0 0 0 0 6 81 0 0 4 0 0 0 7 164 0 0 3 0 0 0 6 0 0 0 0 15 247 40 0 12 0 0 278 0 0 11 0 0 0 0 0 8 0 210 281 0 1795 582 0 509 0 0 0 0 9 0 12 16 8 0 0 0 0 0 0 2 0 23 0 0 0 0 0 0 0 51 17 32 0 0 54 0 5 8 1814 12 928 0 19 0 0 12 0 0 0 0 0 0 80 0 0 10 43 619 831 21 732 130 0 14 0 0 0 0 72 0 0 36 58649 0 19082 4396 272 5303 0 4 4 12 0 0 356 13 0 0 0 0 0 0 2 7 29 0 0 0 0 24 10 8 6 0 23 0 204 44 0 0 415 0 0 10 0 0 166 63 0 0 0 0 3 11 28 320 0 0 28 0 3220 232 0 160 0 11 21 16 25 29 27 0 0 0 18 15 31 0 51
D_S57_2 X57 Landrace D Rhizosphere 2 P10 0 0 0 4 0 0 3 0 13 0 0 0 10 0 0 0 7 0 0 0 0 9 0 0 0 0 4 194 0 0 82 0 0 0 0 0 2 0 44 22 22 0 3 0 9 0 2 0 0 16 0 0 6 0 0 0 0 0 47 0 0 0 0 0 0 0 37 0 0 0 4 0 0 0 0 0 2 0 5 9 7 0 0 0 0 99 0 3 0 0 0 0 0 0 5 0 0 5 0 949 17 0 0 0 0 0 11 0 0 0 0 33 0 0 0 0 2 0 0 0 0 0 0 0 265 5 0 0 34 0 0 7 0 13 3 0 0 373 0 503 0 17 0 0 23 0 5 0 0 0 0 28 0 0 9 153 186 304 0 1883 37 0 3 0 0 0 0 9 0 0 5 325 0 1839 1278 49454 24999 0 0 0 0 0 0 80 0 0 0 2 0 0 0 0 2 13 0 0 0 0 0 10 0 3 0 112 45 128 18 0 0 597 0 0 0 0 0 139 228 7 0 0 0 0 0 0 113 0 0 65 0 896 25 0 42 5 7 42 0 13 151 6 0 3 119 4 3 9 0 39
D_S57_3 X57 Landrace D Rhizosphere 3 P10 0 0 0 4 0 0 9 0 0 0 22 0 46 21 0 5 0 0 0 10 0 0 0 0 0 0 0 889 0 0 374 0 0 0 0 0 0 0 37 22 37 0 0 0 11 0 0 0 0 6 0 10 19 0 0 0 0 0 17 0 0 0 0 0 0 0 93 0 0 0 0 36 0 0 0 0 0 0 64 31 34 0 0 14 0 42 0 3 0 0 0 0 0 0 378 0 10 0 2 10391 850 31 595 0 0 2 0 5 0 0 0 0 3 0 0 9 0 0 0 0 0 0 0 0 125 0 0 0 23 0 10 0 0 26 6 0 6 333 7 6917 2 51 956 0 103 0 13 0 0 0 0 210 0 0 5 13 757 1827 184 1344 161 16 8 0 15 0 0 1241 177 0 359 8929 0 100 21456 11026 4595 0 3 0 6 0 0 193 14 0 0 0 0 0 0 2 0 5 0 0 0 0 0 0 0 6 0 13 7 691 21 0 10 194 32 0 0 5 66 522 0 0 0 0 0 0 0 0 83 0 0 35 0 980 88 0 53 4 7 13 0 12 203 22 0 54 84 59 24 39 0 123
D_S58_1 X58 Landrace D Rhizosphere 1 P04 24 0 11 33 2 0 25 0 43 0 0 0 0 0 0 0 8 0 26 29 0 0 5 0 0 14 2 165 25 0 119 0 0 0 2 0 0 0 117 62 66 2 4 0 8 3 2 0 15 105 0 0 66 0 0 0 0 8 71 0 5 0 0 0 0 0 120 0 0 0 0 0 0 4 0 0 0 0 29 70 27 0 14 0 0 1133 0 8 0 0 0 0 3 0 0 0 0 17 0 273 14 0 13 0 2 0 375 3 0 22 0 0 0 0 0 0 0 4 0 7 0 0 0 0 0 8 6 0 257 0 16 0 0 40 32 0 43 1489 60 317 0 7 0 0 13 0 0 0 0 0 16 45 0 0 0 26 920 1600 58 280 201 0 20 0 0 0 3 19 0 0 54 60536 0 1073 542 54 12896 0 2 0 8 0 0 248 13 0 0 0 0 3 0 3 0 8 0 0 0 0 22 2 5 3 0 395 0 57 34 0 0 285 0 0 9 0 0 45 84 0 0 0 7 3 0 0 222 0 44 0 0 3461 167 50 92 13 6 20 0 25 39 17 0 0 0 138 23 19 0 46
D_S58_2 X58 Landrace D Rhizosphere 2 P04 46 0 0 0 23 0 5 0 0 0 22 0 34 0 14 0 10 10 14 10 0 0 10 0 12 0 0 884 22 0 86 0 0 0 21 0 2 0 223 63 101 2 0 21 29 7 3 0 14 48 0 25 26 17 0 0 0 0 120 8 0 0 0 6 0 0 83 0 0 0 0 0 0 14 0 0 0 25 0 38 52 0 0 21 0 1020 0 0 4 19 2 0 0 0 0 0 0 10 0 16288 162 88 67 0 0 0 0 0 0 5 0 0 0 2 0 0 0 0 10 16 62 0 2 0 11 20 0 37 217 8 5 0 0 17 6 9 29 2238 12 459 7 26 0 0 179 0 40 0 0 0 27 48 0 0 9 9 782 473 40 9431 104 18 13 17 14 0 0 663 185 10 48 5096 0 1065 639 1305 19056 0 5 5 0 83 0 398 16 2 0 0 0 0 2 0 0 76 0 16 34 36 23 23 3 0 0 40 0 400 55 0 932 1931 64 0 11 0 17 166 244 0 20 0 0 0 11 0 346 137 0 0 0 1954 20 0 90 8 0 36 9 65 123 38 0 0 21 10 0 17 20 0
D_S58_3 X58 Landrace D Rhizosphere 3 P04 0 9 11 9 0 0 21 0 0 21 0 3 211 6 0 9 0 0 10 0 0 0 0 0 0 0 0 477 0 0 136 0 0 0 0 0 0 0 43 31 12 0 3 0 31 0 2 0 4 0 0 2 44 9 0 0 0 0 43 0 0 0 0 0 0 5 124 0 3 2 0 0 0 0 0 0 0 0 23 13 30 0 17 0 0 35 0 3 0 0 0 0 0 0 7 0 0 12 0 13055 107 0 67 0 0 3 0 6 0 0 0 0 0 0 3 0 2 0 0 0 0 0 0 0 15 0 0 0 274 0 0 6 0 31 11 0 0 704 9 236 0 17 964 0 82 36 22 0 6 0 14 106 0 7 33 87 4772 3591 105 1528 700 15 15 12 18 0 0 154 47 29 348 1867 0 590 13065 12219 24526 0 0 0 4 0 0 375 27 0 3 0 0 0 0 0 2 4 0 0 0 0 0 0 3 4 0 19 60 287 24 25 28 195 12 0 0 0 0 43 68 0 0 0 0 0 0 14 229 21 0 65 0 843 328 0 47 0 8 19 0 52 144 9 0 1136 5523 150 0 27 0 472
D_S59_1 X59 Landrace D Rhizosphere 1 P15 0 40 11 58 10 0 52 0 117 0 30 0 0 11 0 62 0 0 16 46 31 13 0 0 34 4 319 129 0 0 48 0 4 11 7 0 0 0 96 48 44 0 5 0 9 8 0 0 11 102 0 0 101 20 39 4 0 0 394 4 0 5 0 31 0 38 535 0 0 8 0 19 0 55 40 0 8 0 0 36 31 0 0 0 0 1095 0 21 41 3 0 0 4 0 13 0 31 39 0 16110 17 0 23 0 0 3 2 14 0 174 24 0 0 0 23 5 0 3 88 9 0 0 0 0 24 51 0 0 53 84 37 0 0 152 17 0 43 3174 20 221 0 12 0 6 20 0 42 0 0 0 0 78 0 0 0 16 563 484 0 151 87 0 61 0 0 0 0 41 0 0 469 17879 8 300 1678 26 1199 3 4 5 8 116 0 2058 85 10 0 0 0 2 2 0 5 47 0 0 0 29 0 0 10 5 0 43 0 406 31 0 0 479 9 0 14 0 0 117 74 107 0 0 5 0 32 53 617 0 0 0 0 2498 271 15 326 27 19 85 33 300 51 64 0 0 0 23 12 18 0 100
D_S59_2 X59 Landrace D Rhizosphere 2 P15 0 19 7 9 8 0 12 0 0 0 18 0 29 0 0 10 0 3 14 0 0 0 0 0 14 0 0 315 34 0 66 0 4 0 0 184 0 0 125 42 61 3 4 0 11 5 0 0 0 24 0 0 24 0 0 0 0 0 68 0 3 0 0 0 0 13 144 0 5 0 4 0 0 6 0 0 0 0 0 16 10 0 0 0 0 323 0 0 3 0 0 0 0 0 0 3 0 3 0 6763 13 0 18 0 0 0 0 4 0 5 0 48 0 0 4 0 0 8 0 0 5 0 0 2 294 0 25 0 107 0 9 0 0 46 5 3 11 1155 0 723 0 44 0 0 60 0 16 0 4 0 14 91 0 6 28 68 3752 3205 37 14114 153 0 22 0 6 0 0 11 0 9 0 889 12 790 808 6696 63233 0 3 0 0 0 0 232 10 3 0 2 0 0 2 0 0 15 4 0 0 10 0 0 4 9 0 152 0 256 65 0 27 187 0 0 8 0 0 90 343 0 15 0 0 0 0 0 264 0 15 0 0 1982 159 16 71 12 7 12 14 44 98 18 0 0 277 149 12 134 0 374
D_S59_3 X59 Landrace D Rhizosphere 3 P15 16 0 0 37 43 0 51 0 0 35 24 0 264 8 0 0 0 0 0 39 0 4 0 7 0 0 0 460 0 0 154 0 0 0 0 0 0 0 33 0 36 0 2 0 0 3 0 2 5 0 0 0 14 34 0 2 0 2 87 0 0 0 0 0 0 22 370 0 0 16 0 2 0 0 8 0 10 0 0 29 76 9 0 0 0 85 0 4 2 4 0 2 0 0 152 0 17 0 0 4295 12 0 14 0 0 5 0 10 0 13 0 0 0 0 0 0 0 0 0 3 0 0 0 0 20 0 0 0 92 0 20 0 0 48 17 0 12 129 0 365 2 47 855 7 65 0 27 0 0 0 9 101 0 0 25 9 850 998 28 1108 265 9 19 0 11 0 0 75 43 0 55 5074 9 381 5131 37956 18945 0 0 0 182 0 0 814 42 0 4 0 0 0 0 0 4 11 0 0 0 8 0 8 8 0 0 23 340 216 0 28 6 241 5 0 6 0 25 1475 23 0 10 0 0 0 0 0 206 0 0 52 0 1077 89 0 82 10 13 42 7 45 4979 17 0 27 100 22 10 12 0 108
D_S6_1 X6 Landrace D Rhizosphere 1 P04 14 0 4 17 4 0 29 0 193 0 45 5 0 0 0 4 6 8 31 24 0 22 0 0 0 0 40 838 54 64 633 0 0 0 5 10 0 5 292 87 68 0 7 21 13 8 0 0 6 91 0 0 67 29 0 4 0 0 276 0 3 0 0 6 0 40 741 0 0 62 0 0 0 28 5 48 7 0 91 64 55 0 0 44 0 1274 101 23 6 2 0 0 0 0 0 0 0 0 0 213 60 0 38 0 7 0 0 0 0 48 25 0 0 0 12 12 0 29 8 49 0 0 0 3 0 8 0 0 0 0 26 0 0 119 12 0 18 2786 0 588 0 7 2 0 17 0 14 0 20 0 28 171 0 13 0 0 2031 1062 34 4116 269 0 76 20 0 0 0 51 0 7 7 807 51 137 7014 120 9538 0 2 7 15 138 0 2759 90 13 6 0 5 0 0 4 3 69 16 0 0 40 25 0 6 33 49 43 0 100 38 0 0 226 9 0 23 0 0 103 0 27 0 0 6 0 0 18 2644 0 0 0 0 3233 184 29 104 6 17 33 4 324 40 23 0 0 0 215 14 96 7 34
D_S6_2 X6 Landrace D Rhizosphere 2 P04 0 165 0 6 0 0 7 0 28 0 0 9 19 0 19 0 0 9 14 0 24 0 0 0 0 0 0 1109 0 71 199 0 0 0 16 0 2 0 39 12 16 0 2 12 12 0 0 0 4 19 0 0 28 0 0 0 0 3 69 0 0 0 0 0 0 8 129 0 0 0 0 0 0 2 3 0 0 0 10 20 43 0 0 0 0 226 0 0 0 0 0 0 0 1175 1801 0 0 0 0 943 9 20 0 0 0 0 8 0 0 0 10 34 0 0 6 0 0 0 0 0 0 0 0 0 11 7 0 40 106 59 15 0 0 26 10 0 3 3149 9 3107 10 32 72 0 35 0 13 0 0 0 0 77 0 17 11 8 1934 615 0 13667 113 0 22 7 12 0 0 12 0 16 0 358 13 2071 2412 36339 14328 0 0 0 0 0 0 251 20 0 0 0 0 0 0 0 0 9 0 0 0 11 0 0 3 0 0 11 29 216 15 0 0 110 0 0 5 0 0 24 0 10 0 0 0 0 5 0 151 19 0 0 0 816 44 0 41 6 4 11 0 10 74 182 0 0 348 141 14 9 0 0
D_S6_3 X6 Landrace D Rhizosphere 3 P04 28 0 7 43 27 0 41 0 76 28 48 0 79 30 0 74 0 21 250 0 0 8 0 0 0 11 5 1939 0 0 490 0 0 0 33 0 0 0 77 31 51 5 8 0 19 110 4 0 9 13 0 4 27 0 0 2 0 0 98 4 0 7 0 0 24 20 530 0 0 0 0 40 0 3 0 0 16 0 6 34 35 0 19 0 0 593 0 7 0 0 5 0 0 0 0 0 0 0 0 15870 19 0 19 0 6 0 17 0 0 7 23 0 0 0 0 5 0 0 13 24 0 0 0 6 304 33 0 0 141 4 174 0 0 137 15 0 56 365 18 800 0 35 59 0 689 0 33 37 0 0 26 332 14 0 14 0 2787 2409 46 564 77 12 71 0 65 78 0 0 39 0 5 5654 18 822 1469 52029 18779 0 19 8 9 0 0 1191 71 3 7 0 0 10 3 0 6 103 0 0 0 56 28 17 5 5 0 83 26 945 26 28 0 717 7 0 46 0 26 0 132 39 0 13 11 7 0 0 406 19 0 0 0 1225 194 19 158 11 21 59 21 68 567 51 0 81 220 1025 5 13 0 71
D_S60_1 X60 Landrace D Rhizosphere 1 P15 44 0 30 41 30 0 76 0 83 0 81 10 0 0 0 20 0 0 160 189 0 18 10 0 0 0 14 96 0 45 368 0 32 23 12 0 0 0 292 121 99 3 13 0 7 27 5 0 33 382 0 0 159 49 0 10 0 14 736 0 16 3 2 0 0 79 1293 0 0 6 0 9 3 66 32 32 0 0 46 103 39 0 27 32 0 4066 161 36 20 2 0 0 4 0 0 0 0 31 0 799 0 0 0 0 11 16 0 19 0 121 46 0 0 0 8 4 0 2 8 232 133 0 0 6 0 51 15 0 264 0 48 26 0 126 40 5 48 1355 56 500 0 25 0 19 55 50 0 10 0 0 46 269 0 0 0 28 1962 2573 116 845 519 0 128 0 0 0 8 112 31 0 66 10100 20 626 52 79 5451 0 7 7 0 222 0 2549 132 12 11 0 3 2 0 0 22 67 19 25 0 63 38 5 27 7 0 65 0 110 128 0 5 753 10 49 0 0 0 129 96 16 0 0 17 2 33 14 871 0 0 125 0 4607 408 65 396 46 35 90 14 118 78 133 15 0 2 22 135 2694 4 58
D_S60_2 X60 Landrace D Rhizosphere 2 P15 10 0 8 5 0 0 11 0 14 0 0 0 37 4 0 0 0 0 0 13 0 0 0 0 0 0 11 271 0 0 74 0 0 0 0 0 0 0 84 30 23 0 0 0 0 0 0 0 11 0 0 0 23 0 0 0 0 0 24 0 0 5 0 0 3 0 51 0 0 0 0 0 0 0 0 0 0 85 0 35 5 0 0 0 0 111 0 0 0 0 0 0 0 0 5 0 0 0 0 18237 1501 767 997 0 0 0 0 0 0 0 0 46 0 0 0 3 0 0 0 0 0 0 0 0 12604 0 9 0 212 18 7 0 0 10 7 0 8 623 8 707 0 20 0 0 24 0 15 0 0 0 0 59 0 0 17 21 273 381 0 1151 42 0 10 7 6 0 0 18 0 0 8 1874 0 1599 1026 26427 23042 0 2 0 0 0 0 245 21 0 0 0 2 0 0 0 0 6 0 0 0 16 0 3 5 6 0 94 29 936 41 0 56 481 0 0 8 0 0 240 39 0 9 0 0 0 0 10 260 18 0 0 0 1428 53 0 87 9 6 35 0 39 92 11 0 0 2596 6 23 30 0 83
D_S60_3 X60 Landrace D Rhizosphere 3 P15 9 0 0 53 2 0 26 14 0 0 37 0 134 13 0 0 0 0 0 28 0 21 0 0 0 11 3 947 0 0 219 0 0 0 6 0 0 0 33 20 19 0 2 5 0 5 0 0 0 11 0 0 12 31 0 4 0 0 194 0 0 0 0 0 0 38 715 0 0 0 0 45 0 5 0 4 14 0 12 19 26 0 0 80 0 164 0 4 0 0 0 0 0 0 0 0 17 0 0 16258 424 540 32 0 0 0 0 0 0 6 14 0 0 0 7 2 0 0 0 6 0 0 0 2 389 0 0 0 79 0 16 0 0 73 10 7 11 664 17 315 0 10 1074 0 579 0 37 0 0 14 19 105 0 0 29 89 1533 1409 115 1542 470 0 38 0 13 0 0 390 0 11 233 2839 29 539 2832 13210 23913 0 0 0 16 0 0 1280 82 3 0 0 0 0 0 2 8 39 10 0 0 16 0 0 10 6 0 28 32 2817 27 0 239 183 11 0 16 0 0 122 35 0 8 0 7 0 0 39 474 0 0 28 0 1710 141 0 102 31 11 26 18 179 384 21 0 930 261 13 2 20 0 1169
D_S61_1 X61 Landrace D Rhizosphere 1 P10 52 0 17 511 66 20 28 0 95 0 16 0 0 18 0 14 0 10 164 52 0 0 37 0 13 0 7 605 31 0 502 0 0 6 9 4 0 0 151 78 156 2 7 9 0 3 32 0 13 104 0 0 118 27 0 0 0 5 654 0 5 0 0 0 0 11 580 0 11 7 0 17 0 17 9 0 0 0 33 29 52 0 0 0 9 982 82 14 0 2 0 4 0 0 0 0 19 0 0 4308 69 69 0 0 0 0 0 0 0 31 17 1130 0 0 17 3 3 0 5 15 0 0 0 5 0 30 11 0 144 0 25 0 0 116 15 0 25 2631 29 363 0 3 0 16 24 0 10 4 0 0 22 133 0 0 7 70 5202 1286 83 233 123 0 53 5 0 0 0 49 0 0 20 52633 15 386 59 47 7459 0 6 2 8 97 0 1781 77 0 6 0 0 0 0 4 16 65 18 9 0 33 0 14 8 9 0 49 0 181 23 25 0 766 4 0 35 0 0 174 75 0 20 0 0 0 44 33 549 0 38 0 0 4887 315 166 395 11 18 62 16 127 51 48 0 0 0 0 17 40 0 70
D_S61_2 X61 Landrace D Rhizosphere 2 P10 19 0 0 0 3 0 4 0 57 0 0 0 50 9 0 102 0 0 26 0 0 0 8 0 0 0 11 1386 18 38 134 0 0 0 0 10 0 0 194 87 75 0 3 0 8 3 0 0 6 55 0 0 45 14 0 0 0 0 84 0 0 0 0 0 40 19 137 0 10 0 0 0 0 0 3 0 3 33 8 34 7 0 0 11 0 534 0 0 0 0 0 0 3 0 0 9 0 11 0 2388 58 45 28 0 0 3 0 7 0 7 0 28 0 0 7 0 0 0 4 4 0 0 0 0 284 14 18 0 106 60 21 38 15 45 13 0 8 515 0 442 0 82 0 7 122 0 33 0 19 0 13 100 0 0 45 23 801 697 23 30029 73 0 45 29 0 0 0 34 0 118 97 2150 0 1500 2738 23402 38140 0 4 0 14 45 0 333 21 2 6 7 5 13 0 0 0 12 8 0 20 0 0 3 7 3 0 26 122 206 63 0 56 248 12 0 4 0 0 59 0 0 8 0 0 0 3 10 143 0 0 0 0 1334 33 17 70 0 13 18 17 25 470 27 0 4 123 49 8 7 0 160
D_S61_3 X61 Landrace D Rhizosphere 3 P10 6 0 0 0 0 0 7 0 0 17 0 0 64 0 0 0 0 0 10 0 0 0 0 0 0 0 0 462 0 0 162 0 0 0 3 0 0 0 49 16 18 0 0 0 10 0 0 0 0 5 0 0 0 0 0 0 0 0 19 0 0 0 0 0 0 0 64 0 0 0 0 0 0 0 0 0 0 0 0 12 10 0 0 0 0 38 0 0 0 0 0 0 0 54 70 0 1906 2975 0 1671 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 3 35 0 151 0 0 0 0 16 7 0 12 284 0 4530 2 10 1036 0 54 0 0 0 0 4 14 62 0 0 3 11 1367 1240 144 597 129 16 6 0 0 8 0 44 0 0 54 2937 0 109 845 53356 0 0 0 0 4 0 0 154 14 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 6 0 17 3 197 0 0 24 1192 9 0 0 0 0 127 53 6 0 0 0 0 0 21 72 11 0 66 0 1111 81 0 34 0 12 24 0 12 143 2 0 46 83 18 10 21 0 85
